,codigo,titulo,sinopse,diretor,ano,tema,plays
344,503,Lara,"Durante os anos 60, época em que os artistas brasileiros lutavam pela liberdade contra a ditadura militar, Lara tem um caso de amor com Guima, dramaturgo cuja peça foi censurada. Mas ela é incapaz de apaziguar seu conflito entre o passado atormentado e a ambição pelo sucesso.  Filha de um operário italiano, Lara saiu da periferia de São Paulo para tornar-se musa do cinema brasileiro no meio de várias mudanças no teatro, o início da TV e o cinema que se renovava. O filme baseia-se em diferentes momentos da vida da atriz Odete Lara, para fazer um retrato de mulher, de uma geração, e do mundo em que ela construiu a sua carreira. ",Ana Maria Magalhã,4,1,97818
345,504,Já que ninguém me tira prá dançar...,"Documentário que reconstitui a trajetória de LEILA DINIZ através de imagens de filmes estrelados pela atriz, fotos, depoimentos de artistas e amigos que trabalharam e conviveram com o maior mito feminino brasileiro da década de 60. Lídia Brondi, Louise Cardoso e Lygia Diniz interpretam LEILA em cenas que ficcionais de fatos marcantes que ela viveu. O vídeo é o retrato de uma época da cultura brasileira e revela a influência de LEILA DINIZ na forma de escrever da imprensa alternativa, na política do corpo, no jogo lúdico do intérprete brasileiro da época, nas conquistas femininas, na contra-cultura, na liberação da juventude. É também, um contato com um modo de vida que contribuiu para a evolução dos costumes em todo o país, pela urgência de LEILA em renovar para chegar mais perto das pessoas.",Ana Maria Magalhã,0,1,21795
346,505,Mangueira do Amanhã,"Documentário que mostra a influência do samba na vida das crianças do Morro da Mangueira, e como estas se integram socialmente através das atividades do Grêmio Recreativo e Cultural Mangueira do Amanhã. A transmissão da cultura do samba é realizada pelos mais velhos, a “Velha Guarda”, que incentivam as crianças a desenvolverem o seu talento dentro da escola de samba mirim. O vídeo registra os preparativos da escola, e os ensaios até o desfile no Carnaval, expondo a estrutura de um desfile de escola de samba, desde a harmonia e a bateria, até as funções de componentes, como os passistas, o mestre-sala e a porta bandeira, e a rainha da bateria.  ",Ana Maria Magalhã,0,1,71108
347,506,Almas em chamas,Uma incendiaria história de amor.,Arnaldo Galvão,2000,Amor e desejo,77611
348,507,Uma saída política ,Opera bufa. Político canta para conseguir votos. ,Arnaldo Galvão,1990,Campanha Política,11138
349,508,Deus nasceu foi no Brasil ,Nós acreditamos que Deus é brasileiro.,Arnaldo Galvão,1990,Comédia musical com animação,7466
350,509,Disque N para nascer ,"Um filme profano e mágico sobre nascimento, vida e morte.",Arnaldo Galvão,1992,Nascimento,83606
351,510,Era uma vez um índio carijó,"A história verídica do índio carijó Içá-Mirim que foi levado por uma expedição francesa do litoral de Santa Catarina para Honfleur na França, em 1504. Crianças guarani da aldeia de Paraty-Mirim no estado do Rio de Janeiro e músicos do Grupo Nau Catarineta, encenam brincando e cantando a chegada dos franceses comandados pelo Comandante Goneville, até sua partida 6 meses depois levando Içá-Mirim, o filho do cacique Arosca, com a promessa de voltar em no máximo 20 luas, tanzendo de volta o indiozinho.",Noilton Nunes e Regina Abreu,2006,,2782
352,511,Cinemas fechados,"Manifesto poético, denunciando o boicote ao cinema brasileiro enquanto reflexo da nossa cultura, exaltando o esforço dos artistas, autores e técnicos, pela sua sobrevivência.",Sé,Brasil,0,52664
353,512,Cinemação CurtaMetralha,"Documentário-manifesto em defesa da inclusão do filme brasileiro de curta-metragem no circuito nacional de cinemas, acompanhando cada longa estrangeiro, como reserva de mercado.",Sé,Brasil,0,87495
354,513,A Batalha da ANCINAV,"Documentário realizado durante os debates para a criação da ANCINAV, Agência Nacional do Audiovisual. Os debates gravados durante a Jornada de Cinema da Bahia",Noilton Nunes,2005,,12432
355,514,ALMAS EM CORPOS NUS,"Trata-se de uma proposta de projeto voltado à interlocução entre as diversas populações paulistanas, incluindo a comunidade GBTTT (lésbicas, gays, bissexuais, travestis, transexuais e transgêneros), tendo como principal objetivo, proporcionar uma maior integração entre as respectivas populações, através da exibição de um vídeo-documentário com o tema e personagens centrais que abordam a questão da identidade de gênero, como travestis, transexuais e transgêneros.",Jefferson Cardoso,2008,"travestis, transgêneros, transexuais, sexualidade, homofobia",67583
356,515,"Truques, xaropes e outros artigos de confiança","No Lago da Carioca, centro do Rio, um encontro de um vendedor de bonecos, um mágico e um vendedor de xaropes levanta a questão da confiança entre os homens.",Eduardo Goldenstein,2003,,70976
357,516,Um tiro na asa,"A ditadura Mililtar no Brasil terminou na década de 80, mas ainda hoje faz suas vítimas. O filme retrata este homem pós-ditadura considerando-o acéfalo, que consome ludicamente as barbáries impostas pelos sistemas modernos que aqui inclui a rede de comunicação, a glorificação, a morte da leitura, a ausência do pensamento e sobretudo se reverencia impensadamente os dogmas tecnológicos.",Maria Emí,2,1,54238
358,517,A rosa,"De um ambiente totalmente hostil, a vida brota e floresce. Uma animação inspirada na música ""as rosas não falam"" de Cartola, que em novembro deste ano (2005) completa 25 anos de ausência.A rosa nasce, desabrocha e morre, como as pessoas. Não há diferença. A como todos temos um ápice na vida, o carnaval é o ponto alto da vida dos sambistas e das comunidades carentes que vivem somente para os 4 dias de carnaval. Como Cartola viveu.",Gordeeff,2005,,66689
359,518,Bailarina,"Em uma sociedade fictícia, onde tudo o que é produzido em termos artísticos deve passar pela aprovação ""democrática"" de um Comitê de Avaliação Artística, Dido, o vocalista e guitarrista de uma banda de rock e Tânia, uma dançarina de rua resolvem se insugir contra os desmandos do comitê, a despeito de tudo oq ue pode lhes acontecer.",Carlos Canela,2001,,25453
360,519,O homem da cabeça de papelão,"Em uma sociedade indefinida no tempo, um homem muda de cabeça e descobre que só a verdade não o libertará.",Carlos Canela,2007,,31439
361,520,O trem no Brasil - ontem - hoje - Imagine amanhã,Documentário apresenta a trjetória dos 150 anos da ferrovia no Brasil: das iniciativas pioneiras do Barão de Mauá aos processos de implantação da rede ferroviária que transformaram o trem no meio de transporte mais importante do país na primeira metade do século XX. O processo de sucateamento iniciado nos anos 60 e seus reflexos sobre políticas públicas visando sua revitalização no início do novo milênio.,Ana Maria Magalhã,1,1,4711
362,521,Você já abriu os olhos?,"Julho de 2003. Aldeia de Yawalapti.As questões que mais preocupam os ìndios do Xingu são discutidas durante o ritu de Kuarup de Orlando Villas Boas, o grande sertanista criador do parque. O documento mostra o cotidiano no parue do Xingúque sobrevive como uma ilha de floresta cercada por todos os lados pelas plantações de soja e pastos de gado.Os caciques e Pajés reunidos chamam a atençao para o fato de o parque estar com sua sobrevivência em risco e lutam pelo tombamento das nasccentes dos rios que banham suas terras e que estão fora dos limites do parque.",Noilton Nunes e Pedro Sol,2006,,46676
363,522,Rocinha Brasil 1977,Documentário de 1977 sobre a favela da Rocinha,Sé,Brasil,1,37963
364,523,Rio-Uruçumirim,"Ponte de resgate da aldeia Tupinambá de Uruçumirim, sede da Confederação dos Tamoios até 1567, quando foi destruída numa operação genocída, comandada por protugueses lideradps por Estácio de Sá, com o apoio dos jesuítas Manoel da Nóbrega e Anchielta, aqui fundano a cidade do Rio de Janeiro, vista sob a ótica contemporânea do Pajé Sapaim Kamayurá.",Sé,Brasil,0,9623
365,524,Portas da cidade,"Um docmentário que resgata as memórias paulistanas das décadas de 40 e 50, a época dourada do Centro da cidade de São Paulo. Com participação de estrelas, como Vida Alves, e pessoas simples, com Reynaldo Carvalho, que trabalhou como porteiro de hotel durante 15 anos.",Alexandre Carvalho,2004,,42969
366,525,Tem Coca-cola no Vatapá,"A história da ocupação do mercado cinematográfico brasileiro pelo produto estrangeiro, tendo como personagem-narrador Paulo Emílio Salles Gomes. ",Pedro Farkas e Rogé,Brasil,0,19309
367,526,Na Garupa de Deus,O cotidiano das pessoas que tiram da motocicleta o seu sustento: os motoboys paulistanos.,Rogé,Brasil,0,86910
368,527,Carpinteiros do Mar,"A história dos artesãos do povoado de Cajaíba do Sul, município de Camamu (Bahia), que constroem grandes embarcações de madeira.",Rogé,Brasil,0,88786
369,528,Antes do Futuro,"A expectativa dos habitantes da região de Camamu, Bahia, sobre a possibilidade de implantação de plataformas de exploração de gás natural e petróleo na região.",Rogé,Brasil,0,42536
370,529,Dois Lados,"Um homem, pleno de convicções, passeia por um reino que ele jura governar.",Carlos Canela,2007,,53618
371,530,7KPTAIS,7 Pecados capitais... 7 animações... 7 visões...A proposta de 7KPTAIS é unir diversas técnicas derivadas de stop motion em leituras livres dos 7 pecados capitais. As regras: o não uso de linguagem verbal ou escrita na narrativa das animações.,Clementino Junior,2007,,54757
372,531,"Pênalti, a transgressão","A metáfora, a mística e a mítica. O teorema. Um poema sobre a vida, a liberdade e a transgressão.",Sé,Brasil,0,9566
373,532,Chateaubriand - Cabeça de paraíba ,"Em meio a pressões de todo lado, das mulheres, dos filhos, dos empregados, dos anunciantes, da própria saúde, Assis inaugura em 1950 a Televisão Brasileira, a TV Tupi. Mas anos mais tarde, sob a pressão agravada inclusive por dívidas com a Previdência e o apoio do Governo Militar ao acordo GLOBO/TIME-LIFE, Assis luta para não admitir o início do fim de seu império de comunicações.  ",MARCOS MANHã,4,1,28676
374,533,ABC Brasil,"Documentário sobre a retomada do movimento operário, liderado pelos metalúrgicos do ABC Paulista, que culminou na criação do Partido dos Trabalhadores / PTHistórico: 1982 - Melhor Filme no Festival do Rio de Janeiro",Sé,Brasil,1,17971
375,534,O arroz nunca acaba,Tudo quebra.Tudo acaba.Menos o arroz.O arroz nunca acaba.,Marã,2,1,18119
376,536,"Além do Samba, a Resistência Afro-brasileira","O documentário de média-metragem investiga o cotidiano e a cultura da população de origem africana em Florianópolis, capital de um estado do sul do Brasil marcado pela diversidade étnico-cultural, especialmente pela forte presença de culturas européias, mas que mantém os afro-descedentes invisíveis.A partir de depoimentos de historiadores, artistas plásticos, educadores, atores, estudantes e cidadãos comuns, a narrativa do documentário utiliza-se da metáfora do ""espelho partido"", revelando as diversas interpretações fragmentadas do contexto abordado, tendo o espelho como veículo de reflexão da realidade e o martelo como instrumento de sua transformação. A abordagem foge dos limites territoriais propostos e expande, revelando a dimensão e a complexidade das relações raciais no Brasil.",Cesar Cavalcanti,2006,,15461
377,537,Associação dos moradores de Guararapes,"Documentário da ímpar favela carioca, cuja propriedade foi legalmente adquirida em juízo, pela própria comunidade, no sofisticado bairro do Cosme Velho",Sé,Brasil,1,86175
378,538,"Lurdinha, a vendedora de ilusões","Ilha de Santa Catarina, Florianópolis. Lurdinha, uma mulher de aproximadamente 40 anos, vestida elegantemente, vende bilhetes de loteria no centro da cidade. Uma abordagem poética conduzida pelos relatos do cotidiano de Bernardo Soares, um dos heterônimos de Fernando Pessoa, sobre a importância de personagens que poderiam ficar no anonimato, mas que se tornam um elo entre a vida privada e coletiva da população urbana. O documentário de curta-metragem ""Lurdinha, a Vendedora de Ilusões"" enfoca,a cima de tudo, a arte de viver da personagem que fez de ""sua sorte"" um exercício de criatividade e prazer.",Cesar Cavalcanti,2007,,39143
379,539,Baiestorf - Filmes de sangueira e mulher pelada,"Documentário sobre o maldito cineasta Petter Baiestorf, que, aos 30 anos, era autor de mais de 100 viscerais filmes (até então com 13 longas) feitos na pacata cidade de Palmitos (SC). E todos em VHS.",Christian Caselli,2005,,34516
380,540,Autoconhecimento,"Quem nunca falou sozinho? Quem nunca sonhou nascer feito o Grande Otelo em Macunaíma ou perder a virgindade como o cara do Verão de 42? Pra você, quem é a pessoa mais normal do imundo? Realizado com 18 reais.",Christian Caselli,2004,,91768
381,541,Isto não é um título,Isto não é uma sinopse. Isto não é um curta. Isto não é uma tela. Isto não é um computador. Isto não é um site. Isto não são letras. Isto não é você. Isto não é uma explicação. Mas coisa boa a gente gosta!,Christian Caselli,2005,,73544
382,542,Mondego,Uma imagem vale mais do que mil palavras? Veja isto neste documentário não-realista sobre o pintor maranhense Edson Mondego.,Christian Caselli,2007,,59512
383,543,A re-volta do Rei João,"Aproveitando as homenagens cariocas aos 200 anos da chegada da família real portuguesa, D. João VI e Carlota Joaquina re-voltam ao Rio para descobrir que pouca coisa mudou... Filmado numa tarde carioca em 16mm, Hi8 e MinidvCAM, finalizado em DVD.",Guiwhi Santos,2006,"história brasileira, colonização portuguesa",21571
